kcdbCode,categoryValue,subCategoryValue,analyteValue,analyteMatrix,quantityValue,cmc_low,cmc_high,cmc_unit,unc_low,unc_high,unc_unit,uncertaintyMode,coverageFactor,confidenceLevel,mechanism,publicationDate,status
APMP-QM-KR-00000JNP-1,Gases,Environmental,3-carene,nitrogen or synthetic air,Amount-of-substance fraction,1.0,500.0,nmol/mol,2.7,2.7,%,Relative,2.0,95.0,CRM109-02-003,2020-03-06,Published
APMP-QM-KR-00000JNU-1,Gases,Environmental,sulfur hexafluoride,nitrogen or air,Amount-of-substance fraction,5e-06,10.0,µmol/mol,0.08,0.08,%,Relative,2.0,95.0,CRM 112-01-2166N,2020-03-06,Published
APMP-QM-KR-00000420-2,Gases,Environmental,sulfur hexafluoride,nitrogen or air,Amount-of-substance fraction,1e-05,0.1,mol/mol,0.08,0.08,%,Relative,2.0,95.0,CRM 112-01-2166N,2020-03-06,Published
APMP-QM-KR-00000436-2,Gases,"Other than high purity, environmental, fuel, forensic, or medical",propane,nitrogen or air,Amount-of-substance fraction,0.01,10.0,µmol/mol,100.0,0.1,%,Relative,2.0,95.0,"CRM 112-01-316,317,318",2020-03-06,Published
APMP-QM-KR-00000437-2,Gases,"Other than high purity, environmental, fuel, forensic, or medical",propane,nitrogen or air,Amount-of-substance fraction,10.0,500000.0,µmol/mol,0.1,0.1,%,Relative,2.0,95.0,"CRM 112-01-317, 318",2020-03-06,Published
APMP-QM-KR-00000JWN-1,Advanced materials,Polymers and plastics,benzo[a]pyrene,plastic (HIPS),Mass fraction,200.0,2000.0,µg/kg,5.0,2.0,%,Relative,2.0,95.0,CRM 113-03-010,2020-04-08,Published
APMP-QM-KR-00000JWO-1,Advanced materials,Polymers and plastics,benzo[b]fluoranthene,plastic (HIPS),Mass fraction,200.0,2000.0,µg/kg,8.0,2.0,%,Relative,2.0,95.0,CRM 113-03-010,2020-04-08,Published
APMP-QM-KR-00000JWQ-1,Advanced materials,Polymers and plastics,"dibenz[a,h]anthracene",plastic (HIPS),Mass fraction,200.0,2000.0,µg/kg,5.0,2.0,%,Relative,2.0,95.0,CRM 113-03-010,2020-04-08,Published
APMP-QM-KR-00000JWR-1,Advanced materials,Polymers and plastics,dimethyl phthalate,Plastic (PVC),Mass fraction,300.0,1000.0,mg/kg,5.0,2.0,%,Relative,2.0,95.0,CRM 113-03-006,2020-04-08,Published
APMP-QM-KR-00000JWS-1,Advanced materials,Polymers and plastics,diethyl phthalate,Plastic (PVC),Mass fraction,300.0,1000.0,mg/kg,5.0,2.0,%,Relative,2.0,95.0,CRM 113-03-006,2020-04-08,Published
APMP-QM-KR-00000JWV-1,Advanced materials,Polymers and plastics,di(2-ethylhexyl) phthalate,Plastic (PVC),Mass fraction,300.0,1000.0,mg/kg,5.0,2.0,%,Relative,2.0,95.0,CRM 113-03-006,2020-04-08,Published
APMP-QM-KR-00000JWW-1,Advanced materials,Polymers and plastics,di-n-octyl phthalate,Plastic (PVC),Mass fraction,300.0,1000.0,mg/kg,5.0,2.0,%,Relative,2.0,95.0,CRM 113-03-006,2020-04-08,Published
APMP-QM-KR-00000LND-1,Organic solutions,PAHs,"PAHs (Polycyclic aromatic hydrocarbons, pKow<-2 and M.W.<500)","General organic solvents (such as acetonitrile, tetrahydrofuran, toluene, etc) for calibration solutions",Mass fraction,0.1,100.0,mg/kg,5.0,2.0,%,Relative,2.0,95.0,"CRM
Certification cervice",2020-09-21,Published
APMP-QM-KR-00000LNE-1,Organic solutions,PCBs,"PCBs (Polychlorinated biphenyls, pKow<-2 and M.W.<550)","General organic solvents (such as acetonitrile, tetrahydrofuran, toluens, etc) for calibration solutions",Mass fraction,0.1,100.0,mg/kg,5.0,2.0,%,Relative,2.0,95.0,"CRM
Certification service",2020-09-21,Published
APMP-QM-KR-00000LNF-1,Organic solutions,Pesticides,"Chlorinated pesticides (including DDE, DDT, HCH, endosulfanes, etc, pKow<-2 and M.W.<500)","General organic solvents (such as acetonitrile, methanol, tetrahydrofuran, toluens, etc) for calibration solutions",Mass fraction,0.1,100.0,mg/kg,5.0,2.0,%,Relative,2.0,95.0,"CRM
Certification service",2020-09-21,Published
APMP-QM-KR-00000LNJ-1,Organic solutions,"Other than PAHs, PCBs, and pesticides","Polybrominated diphenyl ethers (PBDEs, pKow<-2 and M.W.<500)","General organic solvents (such as acetonitrile, tetrahydrofuran, toluens, etc) for calibration solutions",Mass fraction,0.1,100.0,mg/kg,5.0,2.0,%,Relative,2.0,95.0,"CRM
Certification service",2020-09-21,Published
APMP-QM-KR-00000LNL-1,Organic solutions,"Other than PAHs, PCBs, and pesticides",tri- and tetra-halogenated methanes (halogens are limited to chlorine and bromine),"General organic solvents (such as acetonitrile, methanol, etc) for calibration solutions",Mass fraction,20.0,1000.0,mg/kg,2.0,1.0,%,Relative,2.0,95.0,"CRM
Certification service
PT providing for water analysis",2020-09-21,Published
APMP-QM-KR-0000043X-2,Gases,"Other than high purity, environmental, fuel, forensic, or medical",neon,nitrogen,Amount-of-substance fraction,5000.0,10000.0,µmol/mol,1.5,1.5,%,Relative,2.0,95.0,CRM 112-01-2825O,2020-09-21,Published
APMP-QM-KR-00000440-2,Gases,"Other than high purity, environmental, fuel, forensic, or medical",ethene,nitrogen,Amount-of-substance fraction,10000.0,50000.0,µmol/mol,1.5,1.5,%,Relative,2.0,95.0,CRM 112-1-2852P,2020-09-21,Published
APMP-QM-KR-00000443-2,Gases,"Other than high purity, environmental, fuel, forensic, or medical",oxygen,nitrogen,Amount-of-substance fraction,10.0,500000.0,µmol/mol,0.3,0.3,%,Relative,2.0,95.0,CRM 112-1-2851P,2020-09-21,Published
APMP-QM-KR-00000435-2,Gases,"Other than high purity, environmental, fuel, forensic, or medical",ethane,nitrogen,Amount-of-substance fraction,10.0,500000.0,µmol/mol,0.3,0.3,%,Relative,2.0,95.0,CRM 112-01-2216N,2020-09-21,Published
APMP-QM-KR-00000LNR-1,Food,Contaminants,ciprofloxacin,animal meat products,Mass fraction,20.0,5000.0,µg/kg,15.0,3.5,%,Relative,2.0,95.0,Assignment of reference values for KOLAS proficiency test,2020-09-21,Published
APMP-QM-KR-0000042J-2,Gases,Environmental,trichloroethylene,nitrogen,Amount-of-substance fraction,20.0,100.0,nmol/mol,5.0,2.0,%,Relative,2.0,95.0,CRM 112-03-701,2021-10-25,Published
APMP-QM-KR-0000042L-2,Gases,Environmental,"1,2-dichloroethane",nitrogen,Amount-of-substance fraction,20.0,100.0,nmol/mol,5.0,2.0,%,Relative,2.0,95.0,CRM 112-03-701,2021-10-25,Published
APMP-QM-KR-00000454-2,Gases,Environmental,xenon,neon,Amount-of-substance fraction,0.001,0.2,cmol/mol,0.2,0.2,%,Relative,2.0,95.0,CRM-112-01-00000,2021-10-25,Published
APMP-QM-KR-0000046L-2,Gases,Environmental,"1,8-cineole",nitrogen or synthetic air,Amount-of-substance fraction,1.0,500.0,nmol/mol,3.2,3.2,%,Relative,2.0,95.0,CRM109-02-003,2021-10-25,Published
APMP-QM-KR-0000046T-2,Gases,Fuel,carbonyl sulfide,methane,Amount-of-substance fraction,1.0,100.0,µmol/mol,6.0,0.6,%,Relative,2.0,95.0,CRM112-03-777,2021-10-25,Published
APMP-QM-KR-0000046Z-2,Gases,Fuel,propane,LPG,Amount-of-substance fraction,1.0,95.0,cmol/mol,0.9,0.9,%,Relative,2.0,95.0,"CRM112-01-361, CRM112-01-730",2021-10-25,Published
APMP-QM-KR-00000434-4,Gases,"Other than high purity, environmental, fuel, forensic, or medical",carbon dioxide,nitrogen or air or synthetic air,Amount-of-substance fraction,10.0,500000.0,µmol/mol,0.05,0.05,%,Relative,2.0,95.0,"CRM 112-01-2141O, CRM 112-03-164A",2022-05-25,Published
APMP-QM-KR-000003XN-2,Gases,Environmental,hexafluoroethane,nitrogen,Amount-of-substance fraction,1e-05,0.1,mol/mol,1.0,0.5,%,Relative,2.0,95.0,CRM 112-01-2716N,2022-09-19,Published
APMP-QM-KR-000003Z2-2,Gases,Environmental,ethylbenzene,nitrogen,Amount-of-substance fraction,1e-05,0.0001,mol/mol,3.0,2.0,%,Relative,2.0,95.0,CRM 112-03-2406M,2022-10-06,Published
APMP-QM-KR-0000040M-2,Gases,Environmental,ethylbenzene,nitrogen,Amount-of-substance fraction,1e-06,1e-05,mol/mol,3.0,2.0,%,Relative,2.0,95.0,CRM 112-03-2406L,2022-10-06,Published
APMP-QM-KR-00000NMC-1,Food,Contaminants,Thiamethoxam,kimchi cabbage,Mass fraction (dry mass correction),0.1,50.0,mg/kg,4.0,1.0,%,Relative,2.0,95.0,CRM 108-05-013,2022-05-13,Published
APMP-QM-KR-00000OBV-1,Food,Contaminants,benzo(a)pyrene,Soybean oil,Mass fraction,0.5,50.0,µg/kg,5.0,2.0,%,Relative,2.0,95.0,CRM,2023-11-09,Published
APMP-QM-KR-00000OC2-1,Advanced materials,Polymers and plastics,di-n-hexyl phthalate,Plastic (PVC),Mass fraction,300.0,1000.0,mg/kg,7.0,2.0,%,Relative,2.0,95.0,CRM 113-03-011,2023-11-09,Published
APMP-QM-KR-00000OC3-1,Advanced materials,Polymers and plastics,di-n-pentyl phthalate,Plastic (PVC),Mass fraction,300.0,1000.0,mg/kg,5.0,2.0,%,Relative,2.0,95.0,CRM 113-03-011,2023-11-09,Published
APMP-QM-KR-00000OCM-1,Food,Contaminants,mercury,Kimchi,Mass fraction,0.2,2.0,mg/kg,2.8,5.0,%,Relative,2.0,95.0,"CRM, PT providing, calibration service",2023-11-09,Published
APMP-QM-KR-000004FM-2,Food,Contaminants,diazinon,chinese cabbage,Mass fraction (dry mass base),0.1,1.0,mg/kg,4.0,2.1,%,Relative,2.0,95.0,CRM 108-05-013 and PT providing,2026-01-09,Published
APMP-QM-KR-000004FV-2,Food,Contaminants,beta-endosulfan,ginseng,Mass fraction (dry mass base),0.1,1.0,mg/kg,5.0,2.0,%,Relative,2.0,95.0,PT service,2025-07-21,Published
APMP-QM-KR-000004FQ-2,Food,Contaminants,chlorpyrifos,ginseng,Mass fraction (dry mass base),0.1,1.0,mg/kg,4.0,2.0,%,Relative,2.0,95.0,PT service,2025-07-21,Published
APMP-QM-KR-000004FJ-2,Food,Nutritional constituents,folic acid,dairy products,Mass fraction (dry mass base),0.5,50.0,mg/kg,8.0,1.0,%,Relative,2.0,95.0,CRM 108-02-003 and PT providing,2025-10-14,Published
APMP-QM-KR-000003Z0-3,Gases,Environmental,p-xylene,nitrogen,Amount-of-substance fraction,5.0,10000.0,nmol/mol,5.0,5.0,%,Relative,2.0,95.0,CRM 112-03-2404M,2025-08-25,Published
APMP-QM-KR-0000041G-3,Gases,Environmental,m-xylene,nitrogen,Amount-of-substance fraction,5.0,10000.0,nmol/mol,5.0,5.0,%,Relative,2.0,95.0,CRM 112-03-2417M,2025-08-25,Published
APMP-QM-KR-0000042I-2,Gases,Environmental,dichloromethane,nitrogen,Amount-of-substance fraction,20.0,100.0,nmol/mol,5.0,2.0,%,Relative,2.0,95.0,CRM 112-03-701,2021-10-25,Published
APMP-QM-KR-0000042N-2,Gases,Environmental,chloroethylene,nitrogen,Amount-of-substance fraction,20.0,100.0,nmol/mol,5.0,2.0,%,Relative,2.0,95.0,CRM 112-03-701,2021-10-25,Published
APMP-QM-KR-0000044Y-2,Gases,Environmental,trimethylamine,nitrogen,Amount-of-substance fraction,100.0,1000.0,µmol/mol,3.0,3.0,%,Relative,2.0,95.0,CRM 112-03-2565N,2021-10-25,Published
APMP-QM-KR-00000451-2,Gases,Environmental,xenon,neon,Amount-of-substance fraction,0.1,96.0,cmol/mol,0.2,0.2,%,Relative,2.0,95.0,CRM-112-01-00000,2021-10-25,Published
APMP-QM-KR-00000456-2,Gases,Environmental,krypton,argon,Amount-of-substance fraction,0.05,0.5,cmol/mol,0.2,0.2,%,Relative,2.0,95.0,CRM-112-01-00000,2021-10-25,Published
APMP-QM-KR-0000046K-2,Gases,Environmental,R-limonene,nitrogen or synthetic air,Amount-of-substance fraction,1.0,500.0,nmol/mol,2.9,2.9,%,Relative,2.0,95.0,CRM109-02-003,2021-10-25,Published
APMP-QM-KR-00000472-2,Gases,Fuel,n-butane,LPG,Amount-of-substance fraction,1.0,95.0,cmol/mol,0.9,0.9,%,Relative,2.0,95.0,"CRM112-01-361, CRM112-01-730",2021-10-25,Published
APMP-QM-KR-000003YX-3,Gases,Environmental,benzene,nitrogen,Amount-of-substance fraction,1e-05,0.0001,mol/mol,3.0,2.0,%,Relative,2.0,95.0,CRM 112-03-2401M,2022-09-19,Published
APMP-QM-KR-0000040N-2,Gases,Environmental,trichlorofluoromethane,nitrogen,Amount-of-substance fraction,1.0,1000.0,µmol/mol,1.0,1.0,%,Relative,2.0,95.0,CRM 112-01-2180Q,2022-10-06,Published
APMP-QM-KR-000003Z7-3,Gases,Environmental,n-octane,nitrogen,Amount-of-substance fraction,1e-05,0.0001,mol/mol,3.0,2.0,%,Relative,2.0,95.0,CRM 112-03-2414M,2022-10-06,Published
APMP-QM-KR-0000040X-3,Gases,Environmental,nitrogen trifluoride,air,Amount-of-substance fraction,10.0,1000.0,µmol/mol,2.0,1.0,%,Relative,2.0,95.0,CRM-112-01-00000,2022-05-25,Published
APMP-QM-KR-000003XQ-3,Gases,"Other than high purity, environmental, fuel, forensic, or medical",oxygen,helium,Amount-of-substance fraction,0.01,0.05,mol/mol,1.5,1.5,%,Relative,2.0,95.0,CRM 112-01-1822P,2022-10-06,Published
APMP-QM-KR-00000NMA-1,Food,Contaminants,Imidacloprid,kimchi cabbage,Mass fraction (dry mass correction),0.1,50.0,mg/kg,4.0,1.0,%,Relative,2.0,95.0,CRM 108-05-013,2022-05-13,Published
APMP-QM-KR-00000NMG-1,Food,Nutritional constituents,linoleic acid,kimchi cabbage,Mass fraction (dry mass correction),10.0,2000.0,mg/kg,10.0,2.0,%,Relative,2.4,95.0,CRM 108-05-011,2022-05-13,Published
APMP-QM-KR-00000OBD-1,Food,Nutritional constituents,calcium,oyster,Mass fraction,20.0,10000.0,mg/kg,2.2,15.0,%,Relative,2.0,95.0,"CRM, PT providing, calibration service",2023-11-09,Published
APMP-QM-KR-00000OBW-1,Advanced materials,Polymers and plastics,benz(a)anthracene,plastic (HIPS),Mass fraction,200.0,2000.0,µg/kg,5.0,2.0,%,Relative,2.0,95.0,CRM 113-03-010,2023-11-09,Published
APMP-QM-KR-00000OCN-1,Food,Nutritional constituents,calcium,Kimchi,Mass fraction,1500.0,10000.0,mg/kg,1.0,10.0,%,Relative,2.0,95.0,"CRM, PT providing, calibration service",2023-11-09,Published
APMP-QM-KR-000004FS-2,Food,Contaminants,alpha-endosulfan,chinese cabbage,Mass fraction (dry mass base),0.1,1.0,mg/kg,4.0,1.0,%,Relative,2.0,95.0,CRM 108-05-013 and PT providing,2025-07-21,Published
APMP-QM-KR-000004FE-2,Food,Contaminants,chlorpyrifos,chinese cabbage,Mass fraction (dry mass base),0.1,1.0,mg/kg,4.0,2.1,%,Relative,2.0,95.0,CRM 108-05-013 and PT providing,2026-01-09,Published
APMP-QM-KR-000004FP-2,Food,Contaminants,diazinon,ginseng,Mass fraction (dry mass base),0.1,1.0,mg/kg,4.0,2.0,%,Relative,2.0,95.0,PT service,2025-07-21,Published
APMP-QM-KR-000004FR-2,Food,Contaminants,gamma-HCH,ginseng,Mass fraction,0.2,50.0,mg/kg,3.0,1.0,%,Relative,2.0,95.0,PT Providing,2025-10-14,Published
APMP-QM-KR-000004FO-2,Food,Contaminants,"p,p'-DDE",ginseng,Mass fraction (dry mass base),0.1,1.0,mg/kg,3.0,1.0,%,Relative,2.0,95.0,PT Providing,2025-07-21,Published
APMP-QM-KR-0000040W-3,Gases,Environmental,carbon tetrafluoride,nitrogen or air,Amount-of-substance fraction,10.0,1000.0,µmol/mol,0.2,0.2,%,Relative,2.0,95.0,CRM-112-01-00000,2025-08-25,Published
APMP-QM-KR-0000040S-3,Gases,Environmental,carbon tetrafluoride,nitrogen or air,Amount-of-substance fraction,0.15,10.0,µmol/mol,10.0,0.15,%,Relative,2.0,95.0,CRM-112-01-****,2025-08-25,Published
APMP-QM-KR-0000041F-3,Gases,Environmental,toluene,nitrogen,Amount-of-substance fraction,5.0,10000.0,nmol/mol,4.1,4.1,%,Relative,2.0,95.0,CRM 112-03-2417M,2025-08-25,Published
APMP-QM-KR-0000046M-2,Gases,Environmental,hydrogen sulfide,nitrogen,Amount-of-substance fraction,1.0,10.0,µmol/mol,8.1,0.9,%,Relative,2.0,95.0,CRM112-03-721,2025-08-25,Published
APMP-QM-KR-0000044X-2,Gases,Environmental,ammonia,nitrogen,Amount-of-substance fraction,10.0,1000.0,µmol/mol,1.6,1.6,%,Relative,2.0,95.0,CRM 112-03-2565N,2025-08-25,Published
APMP-QM-KR-0000042F-2,Gases,Environmental,ozone,air,Amount-of-substance fraction,0.0,1000.0,nmol/mol,1.0,22.0,nmol/mol,Absolute,2.0,95.0,Calibration service with SRP,2025-08-25,Published
